gene,rna_lfc,rna_p,prot_lfc,prot_p,neglog10p,concordant,transcriptomic,proteomic,genomic,score
MICAL2,0.1954928457869638,0.0083618793144093,0.1959193803998566,4.035222178770571e-06,5.522878745280337,True,0.1954928457869638,0.1959193803998566,5.522878745280337,0.29653679653679654
DCTN4,0.0231902490726003,0.6171584771592623,-0.1449948006121717,2.8979565738693554e-18,7.096910013008056,False,0.0231902490726003,0.1449948006121717,7.096910013008056,0.29329004329004327
MICAL2,0.1954928457869638,0.0083618793144093,-0.1804463890431078,0.0148003843717481,5.522878745280337,False,0.1954928457869638,0.1804463890431078,5.522878745280337,0.28787878787878785
ANP32A,-0.1955776364599906,5.809513280262215e-06,0.2651404176780609,8.506598884153734e-12,5.154901959985743,False,0.1955776364599906,0.2651404176780609,5.154901959985743,0.28787878787878785
EFCAB2,-0.0370508744038158,0.5433931890706443,-0.3948467013981063,0.0007396304158262,5.221848749616356,True,0.0370508744038158,0.3948467013981063,5.221848749616356,0.2813852813852814
CCDC85C,-0.3098092209856915,1.3657591459463244e-11,-0.1535019895770734,0.0009749057114289,5.3979400086720375,True,0.3098092209856915,0.1535019895770734,5.3979400086720375,0.2803030303030303
STIM2,-0.3318839427662965,2.215111814368347e-11,-0.074291813741906,0.0110655292103954,5.698970004336019,True,0.3318839427662965,0.074291813741906,5.698970004336019,0.2803030303030303
ATM,-0.0305511393746673,0.4724485663812985,0.021868412921822,0.4635871324098095,9.522878745280336,False,0.0305511393746673,0.021868412921822,9.522878745280336,0.27813852813852813
LPCAT1,0.2207896131425535,0.0966566424942797,0.2120178634171218,0.0014388715136374,5.221848749616356,True,0.2207896131425535,0.2120178634171218,5.221848749616356,0.27056277056277056
CAST,-0.1154504504504476,0.046216597213852,-0.2590903507503452,0.0003891757289283,5.221848749616356,True,0.1154504504504476,0.2590903507503452,5.221848749616356,0.26406926406926406
CHD2,-0.065206677265504,0.1401168987927909,0.2558675451794179,6.731294856770618e-26,5.3979400086720375,False,0.065206677265504,0.2558675451794179,5.3979400086720375,0.2608225108225108
RAB31,-0.1654822469528305,0.0224366137215738,-0.0888048509301626,0.0255848248635209,6.0,True,0.1654822469528305,0.0888048509301626,6.0,0.2586580086580086
CAST,-0.1154504504504476,0.046216597213852,-0.2542652927634491,0.1072770943771207,5.221848749616356,True,0.1154504504504476,0.2542652927634491,5.221848749616356,0.2532467532467532
MLLT3,-0.0145124536301004,0.8536059509021292,0.2926483180266357,6.04597889087458e-07,5.3979400086720375,False,0.0145124536301004,0.2926483180266357,5.3979400086720375,0.25
CAPZB,0.060476947535772,0.1166668879564334,0.0838769706376062,2.0358559182170304e-06,6.221848749616356,True,0.060476947535772,0.0838769706376062,6.221848749616356,0.23809523809523808
TBC1D5,-0.371788553259142,7.165385108902567e-19,-0.0946942537920979,3.0718221543626204e-05,5.221848749616356,True,0.371788553259142,0.0946942537920979,5.221848749616356,0.23593073593073594
MIGA1,-0.0520826709062003,0.1409396107168226,0.0517923105527961,0.2386949211166731,6.522878745280337,False,0.0520826709062003,0.0517923105527961,6.522878745280337,0.22943722943722944
HHIPL1,0.3274907260201392,0.0008114903520358,0.0643117799963843,0.6032742694890149,5.3979400086720375,True,0.3274907260201392,0.0643117799963843,5.3979400086720375,0.22402597402597402
SVIP,0.0317726550079484,0.5914876151829576,-0.3255100211745075,3.5957045988410306e-12,5.096910013008056,False,0.0317726550079484,0.3255100211745075,5.096910013008056,0.22294372294372292
UBE4A,0.2483783783783764,1.418189479316734e-07,0.0870192511744612,0.0003018228200965,5.301029995663981,True,0.2483783783783764,0.0870192511744612,5.301029995663981,0.21645021645021642
NUMBL,0.1813778484366697,0.0079554883687698,-0.134250273645189,0.0008931215896204,5.154901959985743,False,0.1813778484366697,0.134250273645189,5.154901959985743,0.19264069264069264
C1D,0.0168733439321684,0.7291485117762952,0.0992200261150595,0.0812354872616836,6.0,True,0.0168733439321684,0.0992200261150595,6.0,0.19155844155844154
CAST,-0.1154504504504476,0.046216597213852,-0.1253865598741267,0.0005438574334353,5.221848749616356,True,0.1154504504504476,0.1253865598741267,5.221848749616356,0.17965367965367968
