gene	log2fc	pval
AC004147.3	0.04254372019077902	0.29908661420823945
AC004147.4	0.019218335983041873	0.7280247256438437
AC004147.5	0.08055643879173291	0.11713305631660459
AC004148.1	0.2506412294647591	7.653461832201572e-06
AC004156.1	-0.0017037625861160421	0.9657662679552637
AC004158.1	1.2388447270800214	1.332326659479939e-17
AC004160.1	-0.029289878113409884	0.7848645382463386
AC004160.2	-0.36413354531001607	0.0028011402684837844
AC004217.1	-0.10076311605723376	0.1937940497746979
AC004217.2	0.3313169051404343	0.006246437187576694
AC004221.1	0.5197191308956015	2.8730687668125583e-08
AC004223.1	-0.30027027027027087	0.001983669100524906
AC004223.2	-0.024801271860094065	0.8056949616491761
AC004223.3	-0.28174615792262825	0.0901613307205782
AC004223.4	-0.3210439851616318	0.0010572985012746393
AC004224.1	-0.49213301536830933	2.3029262846977852e-05
AC004224.2	-0.9355511393746689	0.0005777865401605548
AC004231.1	-0.22394806571277193	0.15977857599637693
AC004231.3	0.10806306306306301	0.11514001573675388
AC004232.1	0.7236804451510328	1.4592461560233478e-09
AC004232.2	0.3043746687864348	0.002683510585836313
AC004233.1	0.3209724430312664	0.01721112716718426
AC004233.2	0.6316560678325382	3.6754625366319783e-07
AC004233.3	0.46866719660837264	0.00032528173506731476
AC004241.1	-0.7757763645998947	8.852153896524923e-22
AC004241.2	-0.7231690514043458	8.274409569621585e-09
AC004241.3	0.41634075251722225	3.6816523902303194e-05
AC004241.4	-0.5927689454160041	2.4572466403867376e-07
AC004241.5	-1.060140434552201	8.676683904580294e-25
AC004253.1	0.20213831478537347	0.0063445988896885025
AC004253.2	0.004361420243773187	0.7901554365559558
AC004257.1	0.23955749867514542	0.08517001616847455
AC004263.1	-0.8491282458929517	1.1931375730432554e-16
AC004263.2	-0.45478802331743484	2.159532806984231e-14
AC004264.1	0.750079491255963	0.000378911403077777
AC004264.2	-0.06705882352941295	0.39228915062828723
AC004381.1	-0.39396396396396427	0.001509732322298874
AC004381.2	0.009189189189189189	0.3389486865998254
AC004381.3	-0.4943216746157919	0.0003034749492153588
AC004381.4	-0.9147191308956009	1.6089155985862785e-08
AC004383.1	0.4042289348171699	0.0014383803200480616
AC004386.1	0.1414705882352941	0.03856295540129497
AC004386.2	0.0	
AC004386.3	-0.17115792262851082	0.006563918721192597
AC004386.4	0.13471913089560156	0.20614584078154938
AC004386.5	0.03745363010068892	0.3122638786387189
AC004386.6	0.43887917329093795	0.015621524682657843
AC004408.1	-0.097800741918389	0.264998253326092
AC004408.2	-0.394411764705882	0.00552997609851147
AC004415.1	0.16220190779014304	0.09401955072449063
AC004448.1	0.009549549549549551	0.3389486865998247
AC004448.2	-0.0614891361950185	0.6227553114798285
AC004448.3	-0.21923423423423427	0.004463625535111733
AC004448.5	-0.015839957604663446	0.82987540375777
AC004449.1	0.10149178590355046	0.3932006429026818
AC004453.1	0.5444435612082681	4.348515477447872e-11
AC004453.2	-1.0518574456809753	2.6423316412816732e-14
AC004461.1	0.2093587705352411	0.0022041726858333245
AC004461.2	-0.19853736089030227	0.10313667433732031
AC004461.3	-0.15405935347111654	0.02118880722649891
AC004464.1	0.22524377318494965	0.002997460974693375
AC004466.1	-0.27599629040805596	3.913972735606434e-06
AC004466.2	-0.6566189719130895	3.1674332562097804e-12
AC004466.3	-0.2381425543190243	0.005853090964765783
AC004467.1	-0.6022522522522522	2.896256402689943e-11
AC004470.1	0.26802861685214624	0.054538240267424286
AC004470.2	0.2592236354001056	0.17571962776764027
AC004471.1	-0.023794382617913	0.7720914223133586
AC004471.2	-0.35109697933227335	0.007550007627245456
AC004477.1	1.0220694223635398	6.735890019812132e-14
